,user_id_fors,user_id_motion_tag,N_KT,ID_Agglo,N_Agglo,ID_Gem,first_activity_date,last_activity_da,days_in_range,active_days_count,days_without_event,days_without_track,operating_system,os_version,handset,home_geometry_from_gps
626,CH18512,ba009fa0-c620-496b-a081-3021cd141c54,VD,6153,Monthey,5401,2023-05-04,2023-06-05,33,33,0,2,ios,iOS 16.5,"iPhone14,2",POINT (6.537816103863914 46.72113627915792)
627,CH1852,5372782b-fd01-4629-b27d-184ea2ebdd8d,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,6,android,13,samsung SM-A325F,POINT (6.867379533764369 46.45801365308429)
628,CH18530,be46b47a-e550-4416-a0f2-417d18a98873,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,4,ios,iOS 16.5,"iPhone12,1",POINT (6.6926510471853655 46.77163213827977)
629,CH18531,4a5a38d7-5d59-4ac1-9efa-c918f2c02064,GE,6621,Genève,6601,2023-04-30,2023-05-30,31,31,0,0,ios,iOS 15.7.5,"iPhone8,1",POINT (6.131058793879801 46.16773265000103)
630,CH18533,b4e6e43e-c291-4668-a6d5-9cde3a956b87,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,2,ios,iOS 16.5,"iPhone12,8",POINT (6.534902118647731 46.73175270603817)
631,CH18538,8f546ac8-5c8a-4a4e-9dd0-0864e36abe87,VD,6153,Monthey,5401,2023-04-25,2023-06-02,39,39,0,2,ios,iOS 16.4.1,"iPhone13,3",POINT (6.334818096342894 46.45264229380468)
632,CH18546,8554bc9f-f18b-4aa0-b855-464fdb25f18e,GE,6621,Genève,6601,2023-05-02,2023-06-02,32,32,0,0,android,10,samsung SM-A705FN,POINT (6.143952888676655 46.25695503492185)
633,CH18560,ed840cb1-f628-450f-afc4-8a1bff598e1f,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,1,ios,iOS 16.3.1,"iPhone13,4",POINT (6.329077710472378 46.51344746545084)
634,CH18565,2a13113c-b6e2-4fb4-9a32-a8f236005ed3,VD,6153,Monthey,5401,2023-04-25,2023-06-01,38,38,0,2,android,9,samsung SM-G950F,POINT (6.354305052361739 46.47852801172104)
635,CH18580,11fa4d75-738f-4b89-be2f-51cefd566170,VD,6153,Monthey,5401,2023-04-25,2023-06-03,40,40,0,1,android,11,Xiaomi Mi 9T,POINT (6.644096838281509 46.52193690976141)
636,CH18593,da870b83-a75b-4fb7-b75e-3b88391a7e36,VD,6153,Monthey,5401,2023-04-30,2023-06-05,37,37,0,0,ios,iOS 16.5,"iPhone14,5",POINT (6.863564314086491 46.45965283212857)
637,CH18604,e636ee46-114c-4d27-a427-e11eb185ccd4,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,android,12,samsung SM-A415F,POINT (6.843705456364683 46.467740453086634)
638,CH18605,7682a4b4-0b1b-4df9-9c57-335ac8c7d186,VD,6153,Monthey,5401,2023-04-25,2023-06-03,40,40,0,21,android,11,Xiaomi 2107113SG,POINT (7.025739144305233 46.23622583680557)
639,CH18636,ad6ad636-4493-4065-bd60-73f112cff27a,VD,6153,Monthey,5401,2023-05-04,2023-05-31,28,28,0,0,android,9,Sony G8441,POINT (6.20031498131579 46.45690325720969)
640,CH18640,5e47c59b-7d93-4123-a437-da1fda82f7bf,VD,6153,Monthey,5401,2023-04-30,2023-06-05,37,37,0,3,ios,iOS 16.5,"iPhone14,5",POINT (6.611869034922632 46.51782549542962)
641,CH18644,e75db41c-c393-407f-af50-6a9b455dd2ce,VD,6153,Monthey,5401,2023-05-02,2023-06-01,31,31,0,4,ios,iOS 16.4.1,"iPhone13,2",POINT (6.6636000489146054 46.521728427462406)
642,CH18647,65ea3363-f958-49c5-9193-cc930f657a30,VD,6153,Monthey,5401,2023-05-09,2023-06-05,28,28,0,0,android,13,samsung SM-A515F,POINT (6.568711801661654 46.7091040109949)
643,CH18656,51dc3067-c01c-4587-b6a4-f197cd1867cc,VD,6153,Monthey,5401,2023-05-13,2023-06-05,24,24,0,5,ios,iOS 16.5,"iPhone13,2",POINT (6.587334389786473 46.524425120589235)
644,CH18665,a687b67d-491c-4de9-a9d6-24006907ca98,VD,6153,Monthey,5401,2023-05-15,2023-06-05,22,22,0,0,ios,iOS 16.5,"iPhone14,5",POINT (7.1668695086252905 46.34715936504455)
645,CH18669,0d85dcf8-71a3-46af-85c7-bc00b5e9ef3e,GE,6621,Genève,6601,2023-04-24,2023-05-31,38,38,0,17,ios,iOS 16.4.1,"iPhone12,8",POINT (6.12742797391664 46.27221688973317)
646,CH1868,eb2dba4a-c33e-485d-a421-5881609126e1,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,ios,iOS 16.5,"iPhone14,3",POINT (6.9198015533559065 46.37710380498333)
647,CH18680,4502325b-eaaf-4242-8388-9eedae2c3cbd,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,0,ios,iOS 16.0,"iPhone13,2",POINT (6.5514892046953195 46.62040171156853)
648,CH18691,e2826690-f896-422e-82c0-6af67255f097,GE,6621,Genève,6601,2023-04-24,2023-06-04,42,42,0,0,ios,iOS 16.5,"iPhone12,3",POINT (6.106554876456788 46.2105611733575)
649,CH187,c8a3d2fd-8a84-4021-becf-13901b5f6d18,VD,6153,Monthey,5401,2023-05-03,2023-06-02,31,31,0,25,android,13,samsung SM-G981B,POINT (6.7223568751787885 46.54063232508285)
650,CH18719,9e26f8a2-df7a-49f3-b000-957c287c4935,,99,,99,2023-05-11,2023-05-31,21,21,0,17,android,13,samsung SM-A528B,POINT (8.03990553 44.50354197)
651,CH18722,e2ee7955-9314-40b4-b7ca-1ed676e51bdb,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,13,samsung SM-G988B,POINT (6.576840132627132 46.62778686706898)
652,CH18733,44454399-5f1b-41f3-8a63-99d54463b531,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,6,android,13,Xiaomi 2109119DG,POINT (6.216909956573044 46.59647507295546)
653,CH18784,92955ab0-682f-4456-a520-947ada46ee00,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,7,ios,iOS 16.5,"iPhone12,1",POINT (6.5892338174714205 46.524029698605275)
654,CH18792,fbc8db39-fdf7-470c-9635-461881a78125,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,2,ios,iOS 14.8.1,"iPhone12,1",POINT (6.565612513782857 46.59105217477731)
655,CH18816,7374724a-ff4e-40f3-b125-3632799af3e5,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 16.3.1,"iPhone15,2",POINT (6.556662790517918 46.54623222478765)
656,CH18827,8815613c-bfe9-4f88-9497-695ff1102e7d,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,ios,iOS 16.5,"iPhone14,4",POINT (6.926443500331777 46.392903096895196)
657,CH18831,cd4377a1-8458-4d0b-b323-1c2e5bbeabe4,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,8,android,12,Blackview BV9200,POINT (6.520153054921802 46.5193675667269)
658,CH18832,e5983dfe-27f2-4a9d-8adf-34c7196dcfc7,VD,6153,Monthey,5401,2023-04-25,2023-06-01,38,38,0,0,ios,iOS 16.4.1,"iPhone12,8",POINT (6.618517935280218 46.53259089207944)
659,CH18887,0187913f-2a11-45ff-af47-26caed9fccd3,,99,,99,2023-04-25,2023-06-05,42,42,0,1,android,13,samsung SM-G991B,POINT (1.1163364030917469 41.07859312455581)
660,CH18917,a98cb806-ebe9-45c3-9f3e-761cb5630732,VD,6153,Monthey,5401,2023-05-02,2023-05-30,29,29,0,6,android,13,samsung SM-G998B,POINT (6.23190327370098 46.391986699747896)
661,CH1894,47dc78f0-5402-47e8-b892-7957249ba85a,FR,0,Bulle,2004,2023-05-16,2023-06-05,21,21,0,0,ios,iOS 16.5,"iPhone15,2",POINT (6.9340888869317965 46.57782309558421)
662,CH18956,ff00fdcb-3b21-4e6b-a32c-1d3616f881f3,VD,6153,Monthey,5401,2023-05-04,2023-05-30,27,27,0,0,ios,iOS 16.4.1,"iPhone10,4",POINT (6.695954586632164 46.50145092397076)
663,CH18963,991e291c-8f1b-4f49-bdfa-de2e7d19b3f7,,99,,99,2023-05-11,2023-06-05,26,26,0,1,ios,iOS 16.3.1,"iPhone14,2",POINT (4.773299073804096 45.794239426381345)
664,CH18980,9364263b-3e4b-4563-85a0-a82c454216fd,VD,6153,Monthey,5401,2023-04-27,2023-06-05,40,40,0,0,ios,iOS 16.5,"iPhone11,8",POINT (6.616063294058417 46.53409544943149)
665,CH18989,f7dfc0b8-407f-4ae6-a549-bb61cfcea8b9,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,2,ios,iOS 15.6.1,"iPhone12,1",POINT (6.572231019298982 46.55159989279777)
666,CH18999,a8926be8-bad8-4e05-a0be-7a8175f31b55,VD,6153,Monthey,5401,2023-04-25,2023-05-30,36,36,0,2,android,13,OnePlus EB2103,POINT (6.513963254328811 46.56608484057368)
667,CH19006,,VD,6153,Monthey,5401,2023-05-08,2023-06-05,29,29,0,2,,,,POINT (6.5881209917661545 46.531312555387075)
668,CH19024,0162a73d-1670-4f51-a022-a34dcbf6306d,VD,6153,Monthey,5401,2023-05-12,2023-05-31,20,20,0,12,android,10,HUAWEI VOG-L29,POINT (6.599832122222222 46.53206054444445)
669,CH19032,b6f78b0b-31ea-4cf0-bffc-e782ab8fcd02,,99,,99,2023-04-25,2023-05-22,28,28,0,0,android,13,samsung SM-S918B,POINT (10.757713920952384 45.43465277)
670,CH19041,743fd308-0e35-4b12-88b0-5a55e9958750,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,3,android,12,samsung SM-G981B,POINT (6.78155984229025 46.542349529478464)
671,CH19044,c3f5220e-dec2-428b-833a-f7bd76378f64,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,1,android,11,samsung SM-A405FN,POINT (6.6536137365476185 46.53883596916667)
672,CH19058,7f67ef6a-ea31-454f-9977-999f6af9740c,VD,6153,Monthey,5401,2023-05-09,2023-06-05,28,28,0,1,ios,iOS 16.1,"iPhone14,5",POINT (6.722265649927313 46.491018706370234)
673,CH19059,57a0ba04-af67-4b8c-8558-14d33722db1c,VD,6153,Monthey,5401,2023-05-02,2023-06-02,32,32,0,0,ios,iOS 16.1.1,"iPhone12,1",POINT (6.65859375840163 46.54534311087299)
674,CH19060,62a96a12-38f9-4a9b-b546-f54bc337b796,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,0,ios,iOS 16.1.1,"iPhone14,3",POINT (6.69706761879508 46.56641905479124)
675,CH19063,fa93b0bd-eb36-4b6f-9856-b7e074338e52,GE,6621,Genève,6601,2023-04-26,2023-06-05,41,41,0,1,ios,iOS 16.3.1,"iPhone12,1",POINT (6.078313221291909 46.22886819960758)
676,CH19093,2313eb9c-c74d-4c0b-b8a8-fef940d28820,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,5,ios,iOS 16.1.1,"iPhone12,8",POINT (6.632013966865934 46.521600750916065)
677,CH1910,5966158b-a015-414e-a60f-d704a4e60d68,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,2,ios,iOS 15.2,"iPhone14,2",POINT (6.663880396587329 46.50971047927297)
678,CH19105,f8cb320b-1d56-425f-bd7e-4968acd5eb83,,99,,99,2023-04-24,2023-05-28,35,35,0,0,ios,iOS 16.4.1,"iPhone14,3",POINT (6.224519645755553 46.18156811985707)
679,CH19107,ea2648b5-2397-4d39-b2f0-3636c13d9a39,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,3,ios,iOS 16.3.1,"iPhone13,1",POINT (6.602726962372899 46.68273275997313)
680,CH19111,c388c1dc-0fef-424f-ac39-ba8f80c3b89e,VD,6153,Monthey,5401,2023-05-31,2023-06-02,3,3,0,0,ios,iOS 15.6.1,"iPhone12,5",POINT (6.602060201135544 46.53765864829331)
681,CH19130,867876f8-a439-4f83-b910-466d65e0e648,VD,6153,Monthey,5401,2023-04-25,2023-05-30,36,36,0,1,ios,iOS 16.4.1,"iPhone14,7",POINT (6.796694164714868 46.664649294041595)
682,CH1914,acdbb119-7f1a-411e-88ab-a170eb246f1d,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,19,ios,iOS 16.5,"iPhone15,2",POINT (6.847399646839859 46.470204113823776)
683,CH19141,fa116dd3-3ca7-4975-aca5-00fae1def1b1,VD,6153,Monthey,5401,2023-04-25,2023-06-04,41,41,0,1,ios,iOS 15.7.6,"iPhone9,3",POINT (6.375222504971255 46.55034638923631)
684,CH19170,e544aef3-1b56-432a-99a4-6097b882c6f8,VD,6153,Monthey,5401,2023-05-05,2023-06-05,32,32,0,1,android,13,OPPO CPH2145,POINT (6.57815153051599 46.54804739364075)
685,CH19198,a5f1dad9-c7d9-4d6b-8035-3ea0da2b507c,VD,6153,Monthey,5401,2023-04-26,2023-05-30,35,35,0,9,android,12,OPPO CPH2089,POINT (6.744430277352941 46.797857915882346)
686,CH19202,ef84b5ee-62d5-4d3f-955b-304509c3e169,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.3.1,"iPhone10,4",POINT (6.64671093689218 46.5252886865176)
687,CH19212,d83c7343-1edb-4a1f-8551-ddeba0256ab5,GE,6621,Genève,6601,2023-04-27,2023-06-02,37,37,0,0,android,12,samsung SM-N970F,POINT (6.143189585242304 46.1959169286545)
688,CH19218,26183e9f-49e2-4391-b6fa-0b4e96eee835,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,19,android,13,samsung SM-A515F,POINT (6.616829889627972 46.52124639664482)
689,CH19230,37587247-2501-4cbb-936d-94ede43ef799,VD,6153,Monthey,5401,2023-04-26,2023-05-06,11,11,0,3,android,13,samsung SM-A536B,POINT (7.012954401468254 46.27220912433532)
690,CH19239,5222c423-e711-45f5-970d-4e5b8de4e9bb,VD,6153,Monthey,5401,2023-04-26,2023-06-01,37,37,0,12,android,13,samsung SM-A525F,POINT (6.438198799166666 46.73588465916667)
691,CH19244,5ed60951-bd89-4a9a-97fb-389937113a5d,,99,,99,2023-05-03,2023-06-05,34,34,0,24,ios,iOS 16.3.1,"iPhone13,1",POINT (10.728916570646085 45.52814400848563)
692,CH19253,a7b5aa67-24e3-490a-991c-e916ed443d00,VD,6153,Monthey,5401,2023-04-25,2023-05-23,29,29,0,1,ios,iOS 16.0.2,"iPhone14,5",POINT (6.681329693719362 46.51891708406446)
693,CH19261,7e6fa2fd-0280-4d76-a9e3-5432eb77a4fc,GE,6621,Genève,6601,2023-05-18,2023-06-05,19,19,0,1,android,13,samsung SM-A515F,POINT (6.098863238001556 46.203587640549586)
694,CH1927,17cb7eb5-6d19-453c-906b-4f5e622fbca2,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,6,android,13,samsung SM-A336B,POINT (6.541044353462302 46.57838156828869)
695,CH19283,542f10e2-3a47-418b-8841-5cf4558b8b8c,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,6,ios,iOS 16.1.2,"iPhone12,1",POINT (7.072724472265349 46.27921032578654)
696,CH1930,c8c370f7-0ae8-46d0-a0da-d459d64d8b77,VD,6153,Monthey,5401,2023-04-24,2023-06-01,39,39,0,3,android,13,samsung SM-A715F,POINT (6.623169454805341 46.5409770824587)
697,CH19302,03074163-528d-4af5-aee0-abb9fa09646b,VD,6153,Monthey,5401,2023-04-27,2023-05-29,33,33,0,3,android,13,OPPO CPH2207,POINT (6.486537641479265 46.547104769271776)
698,CH19322,03b6c935-33e6-40f6-a66c-4360a9b1ba0b,GE,6621,Genève,6601,2023-04-24,2023-06-02,40,40,0,18,android,13,samsung SM-A515F,POINT (6.17620954041339 46.18362855453265)
699,CH19348,5691db8a-c5d8-45ff-8090-957fe3ca842f,VD,6153,Monthey,5401,2023-05-15,2023-06-05,22,22,0,1,ios,iOS 16.2,"iPhone13,2",POINT (6.497176502233284 46.70569572422886)
700,CH19353,dd1fa074-a902-4542-8f5a-a707fd2ec5ea,VD,6153,Monthey,5401,2023-04-26,2023-05-31,36,36,0,2,ios,iOS 15.5,"iPhone13,2",POINT (6.783809311656316 46.55807140493654)
701,CH19360,5b31ad52-bec9-4e46-9c84-4deb0b35104e,GE,6621,Genève,6601,2023-04-24,2023-06-05,43,43,0,7,android,13,OPPO CPH2207,POINT (6.16736972622922 46.20107926550703)
702,CH19361,3ac72fe6-dc25-4015-b615-c329f6238d17,VD,6153,Monthey,5401,2023-05-02,2023-06-02,32,32,0,13,android,13,samsung SM-G980F,POINT (6.7179045264999 46.850733547748355)
703,CH19365,75fca538-b675-4ebe-b8b1-5ec41934ab25,VD,6153,Monthey,5401,2023-04-24,2023-05-20,27,27,0,16,android,10,HUAWEI MAR-LX1A,POINT (6.683155500476191 46.600134632261906)
704,CH19366,5db9a952-4874-4462-8dcd-3463620f44e8,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,1,ios,iOS 16.3.1,"iPhone14,2",POINT (6.566120675620645 46.712521367873094)
705,CH19372,6f5a23d8-7870-43a3-830b-49232e6f42df,VD,6153,Monthey,5401,2023-04-27,2023-06-03,38,38,0,2,ios,iOS 16.1.2,"iPhone12,3",POINT (6.840287276410775 46.46369854860952)
706,CH19378,487414c4-b05b-42e0-b221-0b4347948235,GE,6621,Genève,6601,2023-05-12,2023-05-20,9,9,0,0,android,13,samsung SM-G990B,POINT (6.137455862676768 46.145787470282364)
707,CH19410,ea674971-b8b8-4a07-b8cd-d7e4dd35fdbc,VD,6153,Monthey,5401,2023-05-03,2023-05-30,28,28,0,0,android,13,Xiaomi M2101K6G,POINT (6.23234125402393 46.385488668435876)
708,CH19422,e96ce015-bd35-4c62-b659-c49118f3bb6e,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 16.3.1,"iPhone12,5",POINT (6.219464296917942 46.45385955412743)
709,CH19430,c0890688-c187-4cbc-980c-d9f52a8a70a4,GE,6621,Genève,6601,2023-04-25,2023-06-02,39,39,0,28,ios,iOS 16.3.1,"iPhone12,1",POINT (6.148995011780366 46.150466264381755)
710,CH19432,b95d5492-8e52-4c9e-9af2-b95574a85453,,99,,99,2023-04-25,2023-05-05,11,11,0,1,ios,iOS 16.2,"iPhone14,2",
711,CH19435,aa40ebbb-445f-4869-b15b-0eebace7bcf5,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,2,android,11,vivo vivo 1819,POINT (6.649853330494566 46.53637041496043)
712,CH19461,f1f7f805-834c-44e4-a33e-fa11a451ea5a,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,0,ios,iOS 16.5,"iPhone13,1",POINT (6.654708193017345 46.53353865455296)
713,CH19474,2d460c2b-8a4c-4dcf-8190-203464f46a76,VD,6153,Monthey,5401,2023-05-03,2023-06-01,30,30,0,0,android,13,HMD Global Nokia X20,POINT (6.960945564978741 46.31250944448979)
714,CH19503,1c79b85c-3eb7-4163-af9a-2fe85792c2dd,VD,6153,Monthey,5401,2023-05-10,2023-06-05,27,27,0,1,ios,iOS 16.5,"iPhone10,6",POINT (6.64333505222755 46.509202696688504)
715,CH19505,d2e1bdb2-d5f5-43e3-8ec0-a93ed0cf1cbf,VD,6153,Monthey,5401,2023-04-26,2023-05-15,20,20,0,0,ios,iOS 16.3.1,"iPhone12,3",POINT (6.495193239616141 46.5111114728854)
716,CH19509,caa03572-0ed2-4424-8bf9-b1a740a7292c,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,3,android,13,Xiaomi 2109119DG,POINT (6.550751430039682 46.55496427011374)
717,CH19512,3f62c75a-e557-4589-91a8-bab5a6f3b090,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,0,ios,iOS 15.6.1,"iPhone13,2",POINT (6.549880769887051 46.55159170059062)
718,CH19517,9bb6e0ea-fa5f-42fd-b2e6-e7f32d49daf0,VS,6002,Brig  Visp,6002,2023-04-24,2023-06-05,43,43,0,5,android,13,samsung SM-A536B,POINT (7.066321065088492 46.11318642427471)
719,CH19533,78f2cfaa-8f12-40ee-946e-c0007bcaf663,,99,,99,2023-04-25,2023-04-25,1,1,0,0,android,12,OnePlus AC2003,
720,CH19538,47ff42ab-6a6a-44d1-b648-c8e3882b7aad,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,1,ios,iOS 16.1.1,"iPhone13,3",POINT (6.6501348068025825 46.51013658729787)
721,CH19558,84acb814-bfae-49aa-911c-3b2be1bbb05f,VD,6153,Monthey,5401,2023-05-02,2023-06-04,34,34,0,7,android,13,samsung SM-G991B,POINT (6.389701825983237 46.4946284258276)
722,CH19561,6d9a44e0-c497-4e72-93ad-acf282be2fe0,VD,6153,Monthey,5401,2023-05-14,2023-06-05,23,23,0,11,android,13,samsung SM-G990B,POINT (6.6423051 46.6574799)
723,CH19575,757cfef6-1e74-4cbc-8a31-4ab4f97ed7c3,VD,6153,Monthey,5401,2023-04-24,2023-05-31,38,38,0,7,android,9,samsung SM-G950F,POINT (6.634892316166403 46.5129124291999)
724,CH196,96bf9e71-5c80-4966-acf3-e9a09476b68f,GE,6621,Genève,6601,2023-05-11,2023-06-05,26,26,0,0,ios,iOS 16.5,"iPhone14,3",POINT (6.104627273866151 46.18937182878085)
725,CH1962,e9a1847b-a68e-438a-8d0c-9574a1395f1f,,99,,99,2023-05-06,2023-06-05,31,31,0,19,android,13,samsung SM-G991B,POINT (8.807733332236651 45.49829774588925)
726,CH19627,51e94145-f06b-475c-955a-141b9caa3847,VS,6002,Brig  Visp,6002,2023-05-02,2023-06-05,35,35,0,12,ios,iOS 16.5,"iPhone14,2",POINT (7.483552647275796 46.27454842016168)
727,CH19681,3467d7c7-c5b8-4847-877c-f76788155eca,VD,6153,Monthey,5401,2023-05-02,2023-06-01,31,31,0,0,android,11,Fairphone FP3,POINT (6.649880324577294 46.534004083772466)
728,CH19695,4a78a3c3-7558-4846-9e2b-47b9e33eafc0,VD,6153,Monthey,5401,2023-04-25,2023-05-30,36,36,0,0,ios,iOS 16.1.1,"iPhone13,1",POINT (6.840439914080953 46.46378560456612)
729,CH19702,bc9221cc-dc7f-4828-b695-4ee3afb47570,VS,6002,Brig  Visp,6002,2023-04-24,2023-06-05,43,43,0,3,ios,iOS 16.5,"iPhone13,2",POINT (6.9498449605196235 46.27332570046121)
730,CH19717,4c3a87b3-9efe-4d20-a255-87a112b26c4a,VD,6153,Monthey,5401,2023-04-26,2023-06-05,41,41,0,0,ios,iOS 16.3.1,"iPhone11,8",POINT (6.6649492118614635 46.553816642420664)
731,CH19719,379db96f-88ad-4fbb-b166-6c230018f5a0,VD,6153,Monthey,5401,2023-04-24,2023-04-28,5,5,0,0,android,13,samsung SM-S908B,POINT (6.263767755555556 46.41970527777778)
732,CH19726,66d90368-38db-4faf-a4cf-674331d4909e,VD,6153,Monthey,5401,2023-05-02,2023-06-05,35,35,0,3,android,13,samsung SM-G781B,POINT (6.769099831076448 46.771392591692724)
733,CH19731,5f187392-133e-49c7-88c0-71be322d4598,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,4,android,13,samsung SM-A528B,POINT (6.224371634743867 46.38289754249227)
734,CH19734,e60946ff-25f5-4c1a-bdf5-2acc084e2cd9,VD,6153,Monthey,5401,2023-04-26,2023-05-25,30,30,0,8,android,13,samsung SM-F711B,POINT (6.194526720412089 46.33335162413614)
735,CH19758,6034993c-10ae-44cd-a82f-46180c572d95,VD,6153,Monthey,5401,2023-04-25,2023-06-02,39,39,0,1,android,13,samsung SM-G996B,POINT (6.95459382934133 46.32034418288588)
736,CH19789,8c5800a9-91d4-4f72-a0a1-a9de972615b2,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,1,android,13,Google Pixel 7 Pro,POINT (6.731545205497216 46.57780901203497)
737,CH19817,3b180d0a-f579-47b5-b5ca-566d62c1c983,VD,6153,Monthey,5401,2023-04-24,2023-05-30,37,37,0,0,ios,iOS 16.5,"iPhone14,2",POINT (6.8399178586061105 46.706952747080116)
738,CH19818,ffb32fa8-79c7-4360-9025-552fb8ca149b,VD,6153,Monthey,5401,2023-05-02,2023-06-02,32,32,0,0,ios,iOS 16.4.1,"iPhone13,3",POINT (6.9544032420052195 46.32194844014345)
739,CH19824,a52a9410-df4d-49d8-b0d8-64ec827513a2,VD,6153,Monthey,5401,2023-05-10,2023-06-02,24,24,0,5,android,10,samsung SM-G970F,POINT (6.745817983333332 46.80085321666666)
740,CH1983,d787c856-adc1-4c30-a659-4e7b169910b3,VD,6153,Monthey,5401,2023-05-05,2023-06-05,32,32,0,1,ios,iOS 15.6.1,"iPhone13,2",POINT (6.688413716942492 46.59782889188661)
741,CH19840,c6e0f32a-bac9-4b49-992d-81ded28ebf1a,VD,6153,Monthey,5401,2023-05-03,2023-06-05,34,34,0,1,ios,iOS 16.4.1,"iPhone13,2",POINT (6.851343601101839 46.463129204217914)
742,CH19841,3487ff0c-5bb4-442c-85dd-5164c9fadc22,VD,6153,Monthey,5401,2023-04-24,2023-06-05,43,43,0,0,ios,iOS 16.1.2,"iPhone14,2",POINT (6.687643437277411 46.518889248357254)
743,CH19851,282712aa-9ad8-4d19-98c8-360957133760,VD,6153,Monthey,5401,2023-05-12,2023-06-05,25,25,0,0,android,12,samsung SM-N976B,POINT (6.657883822812578 46.776627022565314)
744,CH19855,e026c4de-b9da-4199-888d-f521de5dbd4c,VD,6153,Monthey,5401,2023-05-11,2023-06-05,26,26,0,0,android,12,samsung SM-N975F,POINT (6.857961354984662 46.455173330119926)
745,CH19862,a8a3cacf-12e0-49e8-ba51-d33ab1e7b889,VD,6153,Monthey,5401,2023-05-13,2023-06-05,24,24,0,1,ios,iOS 16.5,"iPhone14,4",POINT (6.841563898203191 46.479995214265074)
746,CH19869,04c7dc66-313b-420f-8150-a39e7b410416,VD,6153,Monthey,5401,2023-04-24,2023-05-29,36,36,0,1,android,13,Google Pixel 4a,POINT (6.650412201239085 46.521153872851635)
747,CH19889,ed59ea42-5c39-4bf9-a6ca-51cd0cf1fed2,GE,6621,Genève,6601,2023-04-24,2023-06-05,43,43,0,10,android,10,HUAWEI COL-L29,POINT (6.119636919027777 46.17654234222223)
748,CH19893,af05aa69-e621-40ea-a5a8-f2f31c5f2b8d,VD,6153,Monthey,5401,2023-05-13,2023-06-05,24,24,0,0,android,13,OPPO CPH2173,POINT (6.25941218728741 46.512300067846994)
749,CH19908,18e3ada9-20f5-4d56-94f1-2f5833c1caae,VD,6153,Monthey,5401,2023-05-03,2023-05-30,28,28,0,2,ios,iOS 16.4.1,"iPhone13,1",POINT (6.191784419101603 46.32260990733585)
750,CH19913,60a1b29f-c93d-459b-9234-f65ea17a705c,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,1,android,9,samsung SM-G950F,POINT (6.771200276628029 46.485776542727734)
751,CH19917,cec0aeb9-6149-4078-8471-e1489d2ba7bd,VD,6153,Monthey,5401,2023-04-27,2023-06-05,40,40,0,0,ios,iOS 16.5,"iPhone10,5",POINT (6.915080612878661 46.4373901308261)
752,CH19960,c111507f-f37c-4652-a71c-267f4aa78771,VD,6153,Monthey,5401,2023-04-24,2023-06-03,41,41,0,1,ios,iOS 16.4.1,"iPhone12,8",POINT (6.630492688421187 46.529073166038984)
753,CH19961,41cee5cc-6714-4e53-bf4b-36a8d345ec35,VD,6153,Monthey,5401,2023-04-25,2023-06-05,42,42,0,10,ios,iOS 16.3.1,"iPhone10,4",POINT (6.305940092688303 46.50928141804558)
